Publisher_ID,Publication
P9797,Scholastic
P9798,Taschen
P9799,Wiley
P9800,Simon & Schuster
P9801,Springer
P9802,Wiley
P9803,Scholastic
P9804,Macmillan
P9805,Penguin
P9806,Thames & Hudson
P9807,Cengage
P9808,Random House
P9809,HarperCollins
P9810,SAGE
P9811,Wiley
P9812,Bloomsbury
P9813,Springer
P9814,Pearson
P9815,Random House
P9816,Springer
P9817,Routledge
P9818,SAGE
P9819,Thames & Hudson
P9820,HarperCollins
P9821,Hachette
P9822,SAGE
P9823,Oxford Press
P9824,HarperCollins
P9825,DK
P9826,Macmillan
P9827,Cengage
P9828,Macmillan
P9829,Cambridge Press
P9830,Springer
P9831,Pearson
P9832,Macmillan
P9833,Wiley
P9834,Cambridge Press
P9835,Scholastic
P9836,Hachette
P9837,Hachette
P9838,DK
P9839,Simon & Schuster
P9840,Taschen
P9841,Bloomsbury
P9842,Cengage
P9843,SAGE
P9844,Random House
P9845,Random House
P9846,Springer
P9847,Taschen
P9848,Cambridge Press
P9849,Cambridge Press
P9850,Wiley
P9851,Oxford Press
P9852,McGraw-Hill
P9853,Simon & Schuster
P9854,Cengage
P9855,McGraw-Hill
P9856,Taschen
P9857,Pearson
P9858,Cengage
P9859,Oxford Press
P9860,Springer
P9861,HarperCollins
P9862,Taschen
P9863,Taschen
P9864,Bloomsbury
P9865,McGraw-Hill
P9866,Pearson
P9867,Taschen
P9868,Cambridge Press
P9869,Penguin
P9870,Random House
P9871,Wiley
P9872,Cengage
P9873,Cambridge Press
P9874,Routledge
P9875,Oxford Press
P9876,Springer
P9877,Cengage
P9878,Taschen
P9879,Routledge
P9880,Routledge
P9881,Thames & Hudson
P9882,Penguin
P9883,Cambridge Press
P9884,HarperCollins
P9885,HarperCollins
P9886,Cengage
P9887,Taschen
P9888,Routledge
P9889,Oxford Press
P9890,Scholastic
P9891,Taschen
P9892,Bloomsbury
P9893,Hachette
P9894,SAGE
P9895,Springer
P9896,Macmillan
P9897,Thames & Hudson
P9898,Oxford Press
P9899,HarperCollins
P9900,Routledge
P9901,Taschen
P9902,Taschen
P9903,Scholastic
P9904,SAGE
P9905,Random House
P9906,Bloomsbury
P9907,Hachette
P9908,Simon & Schuster
P9909,Bloomsbury
P9910,McGraw-Hill
P9911,Pearson
P9912,Random House
P9913,Thames & Hudson
P9914,Pearson
P9915,Scholastic
P9916,Cambridge Press
P9917,Random House
P9918,Macmillan
P9919,Cambridge Press
P9920,HarperCollins
P9921,Oxford Press
P9922,Springer
P9923,Macmillan
P9924,Pearson
P9925,Springer
P9926,SAGE
P9927,Bloomsbury
P9928,SAGE
P9929,Thames & Hudson
P9930,Macmillan
P9931,Pearson
P9932,Macmillan
P9933,Cengage
P9934,Wiley
P9935,DK
P9936,McGraw-Hill
P9937,Hachette
P9938,HarperCollins
P9939,SAGE
P9940,Pearson
P9941,Oxford Press
P9942,Cengage
P9943,Penguin
P9944,Simon & Schuster
P9945,Taschen
P9946,SAGE
P9947,Cambridge Press
P9948,Random House
P9949,Hachette
P9950,Wiley
P9951,Scholastic
P9952,HarperCollins
P9953,Thames & Hudson
P9954,Cengage
P9955,Routledge
P9956,Hachette
P9957,Macmillan
P9958,Scholastic
P9959,Oxford Press
P9960,Oxford Press
P9961,Cambridge Press
P9962,Oxford Press
P9963,Wiley
P9964,Macmillan
P9965,Pearson
P9966,Routledge
P9967,Macmillan
P9968,Springer
P9969,Routledge
P9970,Macmillan
P9971,Cengage
P9972,Scholastic
P9973,Bloomsbury
P9974,Wiley
P9975,Wiley
P9976,Macmillan
P9977,McGraw-Hill
P9978,Wiley
P9979,Scholastic
P9980,HarperCollins
P9981,Cengage
P9982,DK
P9983,Cambridge Press
P9984,Oxford Press
P9985,Random House
P9986,DK
P9987,Oxford Press
P9988,HarperCollins
P9989,Cambridge Press
P9990,Macmillan
P9991,SAGE
P9992,Routledge
P9993,Taschen
P9994,Scholastic
P9995,Thames & Hudson
P9996,SAGE
P9997,Springer
P9998,Macmillan
P9999,Pearson
P10000,Wiley
